sample name :	Myeloid_10B_SNV
date of analysis :	20/10/2021
produced from code:	Watson_code_SSCS_calling: version 2.1
produced from function:	SSCS_calling_BAM
minimum family size required for SSCS consensus calling set to :	3
minimum proportion of identical nucleotides required at each base set to :	0.9
maximum proportion of Ns allowed :	1.0
minimum base quality set to:	20

total number of reads included in SSCS consensus calling:	260611154
total number of reads excluded due to non-common CIGAR:	1502316
total number of SSCS consensus reads (read 1 and read 2 separate):	22114710
total number of unpaired SSCS reads:	124116
total number of SSCS pairs:	10995297

UMI_family_size	count (read 1 and read 2 separate)	fraction	
1	8401361	0.23988062618459347
2	4507020	0.128687099605229
3	3796540	0.10840105460708765
4	2971620	0.08484745107163728
5	2196569	0.06271773670690574
6	1603326	0.04577911184366908
7	1200828	0.034286750989511464
8	947303	0.027047955304687413
9	792648	0.022632154312136527
10	696247	0.019879655967544384
11	627941	0.017929342672809774
12	576991	0.01647458815100015
13	535629	0.015293595873648046
14	497769	0.01421259477069
15	465504	0.013291345415514582
16	431397	0.01231750218734263
17	401758	0.011471231936667155
18	371528	0.010608087104590512
19	344173	0.00982703097222344
20	320124	0.009140369706374574
21	295135	0.00842686900479458
22	273692	0.00781461579162159
23	251140	0.007170697754804109
24	232223	0.00663056838701073
25	214258	0.0061176210860429195
26	194466	0.005552508200946627
27	177621	0.005071539802126546
28	162559	0.004641480673422
29	149761	0.004276064611201793
30	136703	0.0039032248752687193
31	124033	0.0035414635447225374
32	112849	0.003222131364704503
33	102232	0.0029189885038987565
34	92507	0.0026413145544463795
35	83908	0.0023957908226889513
36	75809	0.0021645433865331875
37	68474	0.0019551101300567674
38	61783	0.0017640647423152914
39	55907	0.0015962897164045287
40	50602	0.001444818220070867
41	45445	0.001297572507235298
42	40662	0.001161005463509774
43	36557	0.0010437970766201076
44	33038	0.0009433205081755919
45	28936	0.0008261977790595353
46	25933	0.0007404543476759376
47	23561	0.0006727276013416406
48	20847	0.000595235868815805
49	18587	0.0005307070126962808
50	16575	0.0004732591991951824
51	14798	0.0004225212446268663
52	13161	0.00037578065282701633
53	11715	0.0003344936059470022
54	10471	0.00029897418249006063
55	9272	0.0002647396256372688
56	8388	0.00023949913501352578
57	7112	0.00020306602863807765
58	6324	0.0001805665867698542
59	5687	0.00016237858617333347
60	5161	0.00014735992320038228
61	4746	0.00013551059785100065
62	3907	0.0001115549738314074
63	3595	0.00010264656537596868
64	3094	8.834171718310072e-05
65	2803	8.00329131429319e-05
66	2411	6.884029739122684e-05
67	2161	6.170214959039451e-05
68	1847	5.273663595254913e-05
69	1589	4.537006742209018e-05
70	1442	4.117283651520079e-05
71	1294	3.6947053017108055e-05
72	1186	3.38633731671485e-05
73	1082	3.089390368200225e-05
74	974	2.7810223832042693e-05
75	744	2.1243127855276967e-05
76	704	2.0101024207143796e-05
77	644	1.838786873494404e-05
78	577	1.647484512432098e-05
79	452	1.2905771223904823e-05
80	457	1.304853417992147e-05
81	384	1.0964195022078434e-05
82	348	9.93630173875858e-06
83	298	8.508672178592118e-06
84	245	6.995384844815668e-06
85	230	6.567095976765729e-06
86	226	6.4528856119524116e-06
87	161	4.59696718373601e-06
88	150	4.282888680499388e-06
89	134	3.82604722124612e-06
90	115	3.2835479883828644e-06
91	110	3.140785032366218e-06
92	70	1.998681384233048e-06
93	52	1.4847347425731213e-06
94	70	1.998681384233048e-06
95	70	1.998681384233048e-06
96	75	2.141444340249694e-06
97	51	1.456182151369792e-06
98	61	1.7417080634030845e-06
99	40	1.1421036481331702e-06
100	19	5.424992328632558e-07
101	32	9.136829185065362e-07
102	32	9.136829185065362e-07
103	25	7.138147800832313e-07
104	34	9.707881009131946e-07
105	26	7.423673712865607e-07
106	18	5.139466416599266e-07
107	16	4.568414592532681e-07
108	13	3.7118368564328033e-07
109	16	4.568414592532681e-07
110	19	5.424992328632558e-07
111	11	3.140785032366218e-07
112	16	4.568414592532681e-07
113	7	1.998681384233048e-07
114	2	5.710518240665851e-08
115	6	1.7131554721997554e-07
116	5	1.4276295601664628e-07
117	4	1.1421036481331702e-07
118	2	5.710518240665851e-08
120	3	8.565777360998777e-08
121	2	5.710518240665851e-08
122	1	2.8552591203329256e-08
123	4	1.1421036481331702e-07
125	1	2.8552591203329256e-08
126	2	5.710518240665851e-08
132	2	5.710518240665851e-08
135	2	5.710518240665851e-08
137	2	5.710518240665851e-08
157	1	2.8552591203329256e-08
161	1	2.8552591203329256e-08
