sample name :	Myeloid_100B_SNV
date of analysis :	20/10/2021
produced from code:	Watson_code_SSCS_calling: version 2.1
produced from function:	SSCS_calling_BAM
minimum family size required for SSCS consensus calling set to :	3
minimum proportion of identical nucleotides required at each base set to :	0.9
maximum proportion of Ns allowed :	1.0
minimum base quality set to:	20

total number of reads included in SSCS consensus calling:	95384829
total number of reads excluded due to non-common CIGAR:	526217
total number of SSCS consensus reads (read 1 and read 2 separate):	9792135
total number of unpaired SSCS reads:	44091
total number of SSCS pairs:	4874022

UMI_family_size	count (read 1 and read 2 separate)	fraction	
1	2874225	0.20149217319567508
2	1598338	0.11204849902886133
3	1506635	0.1056198315589997
4	1324593	0.09285811729067099
5	1097517	0.07693937859742982
6	880150	0.06170127120812512
7	700881	0.049133952923503886
8	567909	0.03981219931890601
9	470992	0.0330180141212944
10	398280	0.027920675222146307
11	346372	0.024281761871159137
12	302196	0.021184885933091608
13	265399	0.018605301002516842
14	234341	0.016428037943740554
15	208814	0.014638515305406396
16	184229	0.01291502981696493
17	163599	0.011468802213688645
18	143939	0.01009057464798764
19	127210	0.008917819360774409
20	111779	0.007836057938275314
21	97721	0.006850548115354423
22	86029	0.0060309023016119935
23	75570	0.0052976936490348415
24	65955	0.004623652039461333
25	57499	0.004030859959320555
26	50161	0.003516443180220149
27	43646	0.0030597212783614485
28	38159	0.0026750653957062394
29	33196	0.0023271435539679846
30	28565	0.0020024959518946703
31	24442	0.0017134607406339762
32	21946	0.0015384833243577958
33	19059	0.0013360955836569412
34	16009	0.0011222810325181788
35	14136	0.0009909778671795225
36	12148	0.000851612841715962
37	10552	0.0007397282438085966
38	8630	0.0006049900250254159
39	7474	0.000523950804987249
40	6568	0.0004604373678293084
41	5585	0.00039152598954425816
42	4928	0.0003454682321350231
43	4198	0.00029429294612476196
44	3623	0.0002539836455002412
45	3119	0.00021865166721370477
46	2625	0.00018402072024237737
47	2242	0.0001571712208698705
48	1955	0.00013705162212337057
49	1571	0.0001101320196193428
50	1435	0.00010059799373249963
51	1200	8.41237578250868e-05
52	1115	7.816499164580981e-05
53	837	5.8676321082998045e-05
54	745	5.222683298307472e-05
55	692	4.851136701246672e-05
56	568	3.9818578703874416e-05
57	552	3.8696928599539924e-05
58	405	2.8391768265966794e-05
59	352	2.4676302295358795e-05
60	310	2.1731970771480755e-05
61	270	1.892784551064453e-05
62	194	1.36000075150557e-05
63	194	1.36000075150557e-05
64	154	1.0795882254219472e-05
65	122	8.552582045550492e-06
66	130	9.113407097717736e-06
67	91	6.379384968402415e-06
68	99	6.9402100205696606e-06
69	64	4.4866004173379624e-06
70	66	4.626806680379774e-06
71	40	2.8041252608362266e-06
72	49	3.4350534445243774e-06
73	42	2.9443315238780378e-06
74	37	2.5938158662735097e-06
75	33	2.313403340189887e-06
76	31	2.1731970771480754e-06
77	32	2.2433002086689812e-06
78	24	1.682475156501736e-06
79	18	1.261856367376302e-06
80	14	9.814438412926793e-07
81	12	8.41237578250868e-07
82	7	4.907219206463396e-07
83	9	6.30928183688151e-07
85	5	3.5051565760452833e-07
86	6	4.20618789125434e-07
87	7	4.907219206463396e-07
88	1	7.010313152090566e-08
89	7	4.907219206463396e-07
90	3	2.10309394562717e-07
91	4	2.8041252608362265e-07
92	3	2.10309394562717e-07
94	1	7.010313152090566e-08
95	2	1.4020626304181133e-07
96	2	1.4020626304181133e-07
97	1	7.010313152090566e-08
101	2	1.4020626304181133e-07
107	1	7.010313152090566e-08
108	1	7.010313152090566e-08
