sample name :	C92_043_s6_SNV
date of analysis :	27/07/2021
produced from code:	Watson_code_SSCS_calling: version 1.8
produced from function:	SSCS_calling_BAM_and_fastq
minimum family size required for SSCS consensus calling set to :	3
minimum proportion of identical nucleotides required at each base set to :	0.9
maximum proportion of Ns allowed :	1.0
minimum base quality set to:	20

total number of reads included in SSCS consensus calling:	59744848
total number of reads excluded due to non-common CIGAR:	422084
total number of SSCS consensus reads (read 1 and read 2 separate):	4874148
total number of unpaired SSCS reads:	35994
total number of SSCS pairs:	2419077

UMI_family_size	count (read 1 and read 2 separate)	fraction	
1	1932054	0.24406167918079424
2	1110051	0.1402242955095043
3	956185	0.12078757462653102
4	767276	0.09692413822549634
5	574983	0.07263322685619067
6	406220	0.05131468132713798
7	280623	0.035448968091343215
8	195229	0.024661793906788982
9	142815	0.018040732149414627
10	109273	0.013803626538969889
11	89913	0.011358025065646588
12	79506	0.010043387951345163
13	72181	0.009118076443489111
14	65854	0.008318834681003752
15	62590	0.007906518399550899
16	58760	0.00742270364527258
17	56291	0.007110813663989769
18	53664	0.0067789647450631
19	51064	0.006450526530670508
20	48745	0.006157584907910346
21	46574	0.005883338998892531
22	43954	0.00555237433669692
23	41561	0.005250084857065584
24	40338	0.005095592573910915
25	37801	0.0047751126700978355
26	36031	0.004551522039530571
27	34229	0.0043238890924784746
28	32063	0.004050274795411415
29	30600	0.0038654651386205064
30	28731	0.003629368591428293
31	27058	0.0034180312327056752
32	25194	0.003182566297464217
33	24008	0.0030327479427451347
34	22634	0.0028591809786776647
35	21251	0.002684477113098836
36	19939	0.002518742137220728
37	18783	0.0023727134542061755
38	17819	0.0022509386701006144
39	17054	0.002154302041635102
40	15367	0.00194119616945037
41	14553	0.0018383697438674586
42	13778	0.0017404698915004359
43	13047	0.001648128224300057
44	12077	0.0015255955058535902
45	11224	0.0014178425070547898
46	10426	0.001317037239714294
47	9746	0.0012311380144116161
48	9160	0.001157113093783132
49	8689	0.0010976152480220124
50	8125	0.0010263694199768502
51	7668	0.0009686400876778446
52	7067	0.0008927203311970954
53	6459	0.0008159163179852892
54	5809	0.0007338067643871412
55	5461	0.0006898465726145943
56	5314	0.0006712771812623977
57	4761	0.0006014208995088965
58	4637	0.0005857569231301728
59	4277	0.0005402808626758139
60	3982	0.0005030157575812698
61	3791	0.0004788881810624294
62	3524	0.00044516010289211323
63	3102	0.0003918520542483925
64	2954	0.000373156340506045
65	2827	0.00035711339695686836
66	2628	0.00033197524131681997
67	2355	0.0002974892288055978
68	2166	0.00027361429706705936
69	2016	0.00025466593854440984
70	2022	0.0002554238728853158
71	1942	0.00024531808167323606
72	1654	0.00020893723330974893
73	1644	0.00020767400940823898
74	1500	0.0001894835852264954
75	1408	0.0001778619253326037
76	1238	0.0001563871190069342
77	1275	0.0001610610474425211
78	1061	0.00013402805595020775
79	1108	0.00013996520828730462
80	984	0.000124301231908581
81	890	0.00011242692723438728
82	920	0.0001162165989389172
83	763	9.638398368521067e-05
84	706	8.918360744660384e-05
85	722	9.120476568901979e-05
86	618	7.80672371133161e-05
87	592	7.47828549693902e-05
88	525	6.631925482927339e-05
89	576	7.276169672697424e-05
90	474	5.987681293157255e-05
91	467	5.899255620051557e-05
92	451	5.697139795809962e-05
93	431	5.444495015507968e-05
94	405	5.116056801115376e-05
95	347	4.383386938239594e-05
96	328	4.1433743969527e-05
97	294	3.71387827043931e-05
98	304	3.840200660590307e-05
99	232	2.930679451503129e-05
100	272	3.435969012107117e-05
