sample name :	CNTRL_187_s2_SNV
date of analysis :	27/07/2021
produced from code:	Watson_code_SSCS_calling: version 1.8
produced from function:	SSCS_calling_BAM_and_fastq
minimum family size required for SSCS consensus calling set to :	3
minimum proportion of identical nucleotides required at each base set to :	0.9
maximum proportion of Ns allowed :	1.0
minimum base quality set to:	20

total number of reads included in SSCS consensus calling:	91313090
total number of reads excluded due to non-common CIGAR:	618576
total number of SSCS consensus reads (read 1 and read 2 separate):	8818589
total number of unpaired SSCS reads:	55843
total number of SSCS pairs:	4381373

UMI_family_size	count (read 1 and read 2 separate)	fraction	
1	3463289	0.24292638527855678
2	1974659	0.13850902221205613
3	1634152	0.11462475073715307
4	1294724	0.09081616384119089
5	977347	0.0685543060001177
6	731625	0.051318563547374796
7	554665	0.03890601202802616
8	428835	0.03007988545886003
9	348331	0.02443307235130102
10	294063	0.020626537847164426
11	255371	0.017912554781010285
12	226305	0.015873770748113653
13	202932	0.014234312301788295
14	182014	0.012767055561950283
15	165432	0.011603940003101734
16	149107	0.010458851262406853
17	136046	0.009542710126589648
18	123305	0.008649014834387903
19	111487	0.007820061772364495
20	101859	0.007144722452584383
21	90759	0.006366132252173161
22	82179	0.005764303070233676
23	74025	0.00519235491760727
24	67057	0.004703596672880658
25	60288	0.0042287969371524094
26	53809	0.00377433874720067
27	48780	0.0034215882861314776
28	43420	0.0030456204055725454
29	39351	0.002760207475349729
30	35598	0.002496959815697178
31	31520	0.0022109155961226768
32	28249	0.0019814769884159106
33	25533	0.0017909678907297054
34	22748	0.0015956189080139167
35	20096	0.001409598979050803
36	18270	0.0012815173839200921
37	15964	0.0011197670233661933
38	14557	0.0010210754547194736
39	12989	0.0009110908210037262
40	11632	0.0008159064154219219
41	10660	0.0007477271654399662
42	9519	0.0006676937042985965
43	8344	0.0005852753722730842
44	7632	0.0005353333702286888
45	6563	0.0004603502239007972
46	6122	0.0004294170456682433
47	5301	0.0003718294281423322
48	4967	0.0003484015788686972
49	4327	0.0003035098916377799
50	4020	0.0002819759104191993
51	3463	0.00024290611387604155
52	3394	0.0002380662288464583
53	2917	0.00020460789320716526
54	2502	0.00017549843976836732
55	2312	0.00016217122012168874
56	2057	0.00014428468849062012
57	1820	0.00012766073556292107
58	1802	0.0001263981568595515
59	1515	0.00010626704086693704
60	1326	9.300996448155677e-05
61	1216	8.529420573874287e-05
62	1084	7.603529524736617e-05
63	996	6.986268825311504e-05
64	930	6.52332330074267e-05
65	804	5.639518208383985e-05
66	789	5.534303316436523e-05
67	723	5.071357791867688e-05
68	646	4.5312546798707145e-05
69	540	3.787736110108647e-05
70	535	3.752664479459493e-05
71	439	3.079289170995733e-05
72	437	3.065260518736072e-05
73	392	2.7496158428936845e-05
74	310	2.1744411002475567e-05
75	343	2.405913862531974e-05
76	352	2.4690427977004512e-05
77	275	1.9289396857034778e-05
78	248	1.7395528801980454e-05
79	245	1.718509901808553e-05
80	206	1.4449511827451505e-05
81	203	1.423908204355658e-05
82	181	1.2695930294993798e-05
83	151	1.059163245604455e-05
84	140	9.820056581763159e-06
85	143	1.0030486365658084e-05
86	120	8.417191355796993e-06
87	105	7.365042436322369e-06
88	100	7.014326129830828e-06
89	82	5.751747426461279e-06
90	78	5.471174381268046e-06
91	70	4.9100282908815795e-06
92	67	4.699598506986655e-06
93	57	3.998165894003572e-06
94	43	3.016160235827256e-06
95	54	3.787736110108647e-06
96	40	2.805730451932331e-06
97	39	2.735587190634023e-06
98	49	3.4370198036171057e-06
99	44	3.086303497125564e-06
100	31	2.1744411002475567e-06
101	37	2.595300668037406e-06
102	26	1.8237247937560153e-06
103	12	8.417191355796994e-07
104	13	9.118623968780076e-07
105	22	1.543151748562782e-06
106	21	1.4730084872644739e-06
107	11	7.71575874281391e-07
108	10	7.014326129830827e-07
109	9	6.312893516847745e-07
110	5	3.5071630649154137e-07
111	11	7.71575874281391e-07
112	5	3.5071630649154137e-07
113	14	9.82005658176316e-07
114	6	4.208595677898497e-07
115	7	4.91002829088158e-07
116	6	4.208595677898497e-07
117	6	4.208595677898497e-07
118	4	2.805730451932331e-07
119	3	2.1042978389492484e-07
120	5	3.5071630649154137e-07
121	6	4.208595677898497e-07
122	4	2.805730451932331e-07
123	3	2.1042978389492484e-07
124	2	1.4028652259661655e-07
125	2	1.4028652259661655e-07
126	2	1.4028652259661655e-07
127	1	7.014326129830828e-08
129	2	1.4028652259661655e-07
130	2	1.4028652259661655e-07
131	3	2.1042978389492484e-07
132	4	2.805730451932331e-07
133	2	1.4028652259661655e-07
134	6	4.208595677898497e-07
135	4	2.805730451932331e-07
137	3	2.1042978389492484e-07
139	1	7.014326129830828e-08
141	3	2.1042978389492484e-07
142	1	7.014326129830828e-08
143	1	7.014326129830828e-08
146	2	1.4028652259661655e-07
150	1	7.014326129830828e-08
151	3	2.1042978389492484e-07
152	2	1.4028652259661655e-07
153	2	1.4028652259661655e-07
