sample name :	CNTRL_174_s3
date of analysis :	31/01/2021
produced from code:	Watson_code_SSCS_calling: version 1.8
produced from function:	SSCS_calling_BAM_and_fastq
minimum family size required for SSCS consensus calling set to :	3
minimum proportion of identical nucleotides required at each base set to :	0.9
maximum proportion of Ns allowed :	0.1
minimum base quality set to:	20

total number of reads included in SSCS consensus calling:	86621299
total number of reads excluded due to non-common CIGAR:	453971
total number of SSCS consensus reads (read 1 and read 2 separate):	10444380
total number of unpaired SSCS reads:	150154
total number of SSCS pairs:	5086666

UMI_family_size	count (read 1 and read 2 separate)	fraction	
1	2807087	0.18732207206891582
2	1733884	0.11570526442790696
3	1765560	0.117819062096043
4	1635562	0.10914405675249116
5	1380142	0.09209941095140181
6	1102021	0.0735398857190599
7	846127	0.05646360902724267
8	651788	0.04349501056064686
9	512018	0.03416790170613955
10	410439	0.027389348437684244
11	335717	0.02240301211496481
12	280195	0.018697927062235647
13	235591	0.015721420205639495
14	198516	0.013247337349655674
15	169149	0.011287623493103366
16	143151	0.009552729195332161
17	120816	0.00806227361641379
18	101909	0.006800574774658265
19	86622	0.005780445182765489
20	73730	0.0049201383404366035
21	62275	0.004155725147846053
22	52491	0.0035028208548468433
23	44081	0.0029416061058563127
24	37356	0.002492834502174824
25	31709	0.002115999818756331
26	26638	0.0017776026734375458
27	21953	0.0014649640171925235
28	18803	0.0012547587307097444
29	15811	0.0010550970744695938
30	13504	0.000901146726559825
31	11123	0.0007422582227136355
32	9359	0.0006245432622832792
33	7945	0.0005301844447954539
34	6571	0.000438494900786775
35	5730	0.00038237342588772193
36	4836	0.0003227151636287999
37	3931	0.00026232285116311254
38	3335	0.00022255067632383118
39	2900	0.00019352232723811408
40	2388	0.00015935562670504015
41	2081	0.0001388689527525915
42	1624	0.00010837250325334388
43	1389	9.269052156335878e-05
44	1184	7.901049498273348e-05
45	1034	6.900071943593446e-05
46	755	5.038253691888832e-05
47	737	4.918136385327244e-05
48	569	3.797041524085755e-05
49	469	3.129723154299155e-05
50	421	2.809410336801587e-05
51	331	2.208823803993647e-05
52	298	1.988608741964069e-05
53	233	1.5548518016027786e-05
54	203	1.3546562906667985e-05
55	192	1.2812512699902726e-05
56	168	1.1210948612414885e-05
57	120	8.007820437439203e-06
58	108	7.207038393695283e-06
59	106	7.073574719737963e-06
60	74	4.938155936420842e-06
61	66	4.404301240591562e-06
62	66	4.404301240591562e-06
63	44	2.936200827061041e-06
64	51	3.4033236859116615e-06
65	45	3.0029326640397013e-06
66	18	1.2011730656158805e-06
67	20	1.3346367395732006e-06
68	22	1.4681004135305205e-06
69	30	2.0019551093598007e-06
70	24	1.6015640874878407e-06
71	28	1.8684914354024808e-06
72	14	9.342457177012404e-07
73	4	2.669273479146401e-07
74	6	4.0039102187196017e-07
75	9	6.005865328079402e-07
76	6	4.0039102187196017e-07
77	5	3.3365918489330015e-07
78	2	1.3346367395732004e-07
79	2	1.3346367395732004e-07
80	4	2.669273479146401e-07
81	6	4.0039102187196017e-07
83	5	3.3365918489330015e-07
84	3	2.0019551093598009e-07
85	2	1.3346367395732004e-07
86	2	1.3346367395732004e-07
87	2	1.3346367395732004e-07
90	2	1.3346367395732004e-07
93	4	2.669273479146401e-07
