sample name :	C92_056_s4
date of analysis :	23/01/2021
produced from code:	Watson_code_SSCS_calling: version 1.8
produced from function:	SSCS_calling_BAM_and_fastq
minimum family size required for SSCS consensus calling set to :	3
minimum proportion of identical nucleotides required at each base set to :	0.9
maximum proportion of Ns allowed :	0.1
minimum base quality set to:	20

total number of reads included in SSCS consensus calling:	67234166
total number of reads excluded due to non-common CIGAR:	374386
total number of SSCS consensus reads (read 1 and read 2 separate):	6086267
total number of unpaired SSCS reads:	66606
total number of SSCS pairs:	2987958

UMI_family_size	count (read 1 and read 2 separate)	fraction	
1	1741751	0.201005517478555
2	837172	0.09661323063891271
3	846806	0.09772503545796457
4	810232	0.09350423937617063
5	708248	0.08173484943780805
6	575094	0.06636830813865593
7	443702	0.051205109178217675
8	337788	0.03898218042535709
9	259564	0.029954796144112245
10	206259	0.023803171078764573
11	172218	0.019874694034406632
12	147947	0.017073716790976308
13	131556	0.015182125262111967
14	119694	0.01381319971056607
15	109193	0.01260133938205625
16	99998	0.011540197041265108
17	93067	0.010740329986993938
18	85846	0.009906995691958284
19	78915	0.009107128637687114
20	72659	0.008385159471402243
21	67530	0.007793250926984867
22	61866	0.007139601093570943
23	57136	0.006593738856274358
24	52552	0.006064725643638512
25	48047	0.005544829369004026
26	44403	0.005124296178156509
27	40475	0.004670988172215497
28	37400	0.004316120015833467
29	34063	0.003931015938484903
30	31227	0.0036037294046639486
31	28304	0.0032664026986136485
32	26211	0.0030248615437168717
33	23714	0.002736697060306814
34	21481	0.0024789993064202862
35	20042	0.002312932549661346
36	18142	0.002093664420514726
37	16693	0.001926443620970804
38	15237	0.0017584149914773941
39	13668	0.0015773456785136853
40	12345	0.0014246658180605387
41	11192	0.0012916046849520899
42	10092	0.0011646599786040467
43	9235	0.0010657585119310713
44	8192	0.0009453918494574268
45	7650	0.000882842730511391
46	6875	0.0007934044146752696
47	6078	0.0007014272047121875
48	5529	0.0006380702558166641
49	5099	0.0005884464160624291
50	4720	0.0005447081945116033
51	4069	0.00046958000920926143
52	3809	0.000439574896799724
53	3447	0.0003977985479833679
54	3088	0.0003563684120025066
55	2777	0.00032047768138955985
56	2422	0.0002795091625226914
57	2149	0.000248003794492677
58	2097	0.00024200277201076953
59	1851	0.00021361331950020716
60	1659	0.00019145569802854872
61	1452	0.00016756701237941697
62	1364	0.0001574114358715735
63	1294	0.00014933313637669802
64	1059	0.00012221313092961608
65	991	0.00011436563999173705
66	848	9.786282816649145e-05
67	801	9.243882707707505e-05
68	679	7.835950510029209e-05
69	625	7.212767406138815e-05
70	559	6.451099168050557e-05
71	439	5.0662478260719036e-05
72	438	5.054707398222082e-05
73	377	4.3507412993829336e-05
74	382	4.408443438632044e-05
75	324	3.7390986233423615e-05
76	326	3.762179479042006e-05
77	265	3.058213380202858e-05
78	267	3.081294235902502e-05
79	226	2.6081366940597956e-05
80	187	2.1580600079167336e-05
81	205	2.3657877092135314e-05
82	190	2.1926812914661997e-05
83	161	1.858008883821359e-05
84	150	1.7310641774733158e-05
85	128	1.4771747647772293e-05
86	115	1.327149202729542e-05
87	93	1.0732597900334557e-05
88	94	1.0848002178832778e-05
89	90	1.0386385064839894e-05
90	68	7.847490937879032e-06
91	81	9.347746558355904e-06
92	61	7.0396609883914834e-06
93	29	3.34672407644841e-06
94	53	6.116426760405715e-06
95	55	6.347235317402158e-06
96	41	4.731575418427063e-06
97	40	4.6161711399288415e-06
98	31	3.577532633444852e-06
99	33	3.8083411904412946e-06
100	33	3.8083411904412946e-06
101	23	2.654298405459084e-06
102	13	1.5002556204768736e-06
103	17	1.961872734469758e-06
104	24	2.7697026839573052e-06
105	14	1.6156598989750946e-06
106	14	1.6156598989750946e-06
107	12	1.3848513419786526e-06
108	19	2.1926812914662e-06
109	13	1.5002556204768736e-06
110	7	8.078299494875473e-07
111	7	8.078299494875473e-07
112	8	9.232342279857683e-07
113	4	4.6161711399288417e-07
114	9	1.0386385064839894e-06
115	3	3.4621283549466315e-07
116	4	4.6161711399288417e-07
117	8	9.232342279857683e-07
118	5	5.770213924911052e-07
119	7	8.078299494875473e-07
120	2	2.3080855699644208e-07
121	4	4.6161711399288417e-07
122	5	5.770213924911052e-07
123	2	2.3080855699644208e-07
124	1	1.1540427849822104e-07
125	2	2.3080855699644208e-07
126	2	2.3080855699644208e-07
127	4	4.6161711399288417e-07
128	2	2.3080855699644208e-07
129	4	4.6161711399288417e-07
130	3	3.4621283549466315e-07
131	2	2.3080855699644208e-07
132	1	1.1540427849822104e-07
135	2	2.3080855699644208e-07
137	2	2.3080855699644208e-07
139	2	2.3080855699644208e-07
140	1	1.1540427849822104e-07
142	1	1.1540427849822104e-07
147	2	2.3080855699644208e-07
148	2	2.3080855699644208e-07
150	2	2.3080855699644208e-07
161	2	2.3080855699644208e-07
