sample name :	CNTRL_193_s2
date of analysis :	06/02/2021
produced from code:	Watson_code_SSCS_calling: version 1.8
produced from function:	SSCS_calling_BAM_and_fastq
minimum family size required for SSCS consensus calling set to :	3
minimum proportion of identical nucleotides required at each base set to :	0.9
maximum proportion of Ns allowed :	0.1
minimum base quality set to:	20

total number of reads included in SSCS consensus calling:	126186040
total number of reads excluded due to non-common CIGAR:	683122
total number of SSCS consensus reads (read 1 and read 2 separate):	13104545
total number of unpaired SSCS reads:	216882
total number of SSCS pairs:	6350162

UMI_family_size	count (read 1 and read 2 separate)	fraction	
1	3383559	0.1865973953035079
2	1644834	0.09070973495855994
3	1753501	0.09670253105150417
4	1743232	0.09613621355789118
5	1577887	0.08701772432023977
6	1324124	0.07302313612940164
7	1061887	0.058561221573690925
8	836047	0.0461065382785735
9	662684	0.03654587028312786
10	537519	0.029643238177949983
11	446525	0.02462507730407505
12	379523	0.020930033511392363
13	329158	0.01815249133924133
14	288973	0.015936358465462132
15	256052	0.01412082256058009
16	224773	0.012395840100484544
17	199436	0.010998548608063404
18	177420	0.00978440449087732
19	157184	0.008668424278514601
20	137970	0.007608805589033614
21	122388	0.006749485384001203
22	107143	0.005908750142971867
23	95694	0.00527735770121753
24	84056	0.004635542238108353
25	74098	0.00408637585370887
26	64550	0.003559820256375442
27	56836	0.0031344065699667645
28	50287	0.002773240607782368
29	44472	0.0024525534692723264
30	38797	0.002139587087321426
31	33950	0.0018722834655917314
32	29692	0.0016374621696715666
33	26137	0.001441410101330518
34	22607	0.0012467367395178873
35	20036	0.0011049505601353736
36	17559	0.0009683483172997117
37	15423	0.0008505516315116723
38	13403	0.0007391521440154926
39	11761	0.0006485986992289943
40	9991	0.0005509862770169952
41	8972	0.000494790198918675
42	7864	0.0004336859255791863
43	6916	0.00038140537402157334
44	5940	0.0003275806711521321
45	5286	0.00029151370836871554
46	4550	0.0002509245881720877
47	4069	0.00022439827456532417
48	3504	0.00019323950702307592
49	3000	0.00016544478341016773
50	2746	0.0001514371250814402
51	2310	0.00012739248322582916
52	2006	0.00011062741184026549
53	1880	0.00010367873093703844
54	1626	8.967107260831091e-05
55	1408	7.764875168050538e-05
56	1160	6.397198291859819e-05
57	1060	5.845715680492593e-05
58	835	4.604879804916335e-05
59	792	4.367742282028428e-05
60	757	4.174723368049899e-05
61	582	3.209628798157254e-05
62	535	2.9504319708146578e-05
63	459	2.5313051861755663e-05
64	398	2.1949007932415585e-05
65	396	2.183871141014214e-05
66	348	1.9191594875579456e-05
67	281	1.5496661379419044e-05
68	276	1.5220920073735431e-05
69	246	1.3566472239633754e-05
70	169	9.320056132106115e-06
71	164	9.044314826422502e-06
72	164	9.044314826422502e-06
73	111	6.121456986176206e-06
74	128	7.05897742550049e-06
75	78	4.301564368664361e-06
76	114	6.286901769586374e-06
77	72	3.9706748018440255e-06
78	56	3.088302623656464e-06
79	63	3.4743404516135223e-06
80	68	3.750081757297135e-06
81	41	2.2610787066056255e-06
82	33	1.819892617511845e-06
83	39	2.1507821843321805e-06
84	39	2.1507821843321805e-06
85	35	1.93018913978529e-06
86	22	1.2132617450078966e-06
87	17	9.375204393242838e-07
88	20	1.1029652227344516e-06
89	11	6.066308725039483e-07
90	25	1.3787065284180643e-06
91	9	4.963343502305032e-07
92	8	4.411860890937806e-07
93	11	6.066308725039483e-07
94	7	3.86037827957058e-07
96	6	3.3088956682033546e-07
97	4	2.205930445468903e-07
98	7	3.86037827957058e-07
99	10	5.514826113672258e-07
100	3	1.6544478341016773e-07
101	3	1.6544478341016773e-07
102	13	7.169273947773935e-07
103	4	2.205930445468903e-07
105	2	1.1029652227344516e-07
109	2	1.1029652227344516e-07
111	2	1.1029652227344516e-07
112	2	1.1029652227344516e-07
117	1	5.514826113672258e-08
118	1	5.514826113672258e-08
132	2	1.1029652227344516e-07
146	2	1.1029652227344516e-07
