sample name :	CNTRL_182_s4
date of analysis :	27/01/2021
produced from code:	Watson_code_SSCS_calling: version 1.8
produced from function:	SSCS_calling_BAM_and_fastq
minimum family size required for SSCS consensus calling set to :	3
minimum proportion of identical nucleotides required at each base set to :	0.9
maximum proportion of Ns allowed :	0.1
minimum base quality set to:	20

total number of reads included in SSCS consensus calling:	123416322
total number of reads excluded due to non-common CIGAR:	696757
total number of SSCS consensus reads (read 1 and read 2 separate):	9780702
total number of unpaired SSCS reads:	214336
total number of SSCS pairs:	4659205

UMI_family_size	count (read 1 and read 2 separate)	fraction	
1	2553489	0.19314633520741933
2	886298	0.06703972901456216
3	924402	0.06992192195008823
4	985365	0.07453317347036105
5	972611	0.07356845877637355
6	888913	0.06723752805210155
7	761793	0.05762214998250065
8	623027	0.047125866524301785
9	498571	0.0377119938604389
10	402773	0.030465817111606085
11	331158	0.025048846529050477
12	280847	0.02124331407106046
13	246977	0.018681381603963362
14	220972	0.0167143590528308
15	201997	0.015279086877951337
16	185078	0.013999330887079895
17	170339	0.012884470460964038
18	159158	0.012038737750169453
19	148446	0.011228480277847513
20	137437	0.01039575767583181
21	128528	0.009721879425186163
22	118825	0.008987942881689172
23	109788	0.008304382689626685
24	102286	0.007736930154398978
25	94772	0.007168569937163444
26	88136	0.006666621786834057
27	80653	0.006100606414785414
28	75643	0.005721649176516844
29	69445	0.0052528314194732134
30	64206	0.004856552582888575
31	58988	0.004461862189817639
32	54674	0.004135550508003146
33	50505	0.0038202066504499192
34	46088	0.0034861040314015618
35	41786	0.003160700031594898
36	39130	0.0029597997471954326
37	35821	0.002709506433536611
38	32335	0.0024458248102623135
39	29964	0.002266481973548785
40	27312	0.002065884249818596
41	25026	0.0018929708273271889
42	22967	0.001737227722817212
43	21427	0.0016207418651458354
44	19412	0.0014683269279978978
45	17809	0.0013470757397854194
46	16270	0.001230665522281362
47	14483	0.0010954965432821736
48	13505	0.0010215204596441176
49	12275	0.0009284830538416545
50	11199	0.000847094233806329
51	10448	0.0007902884681497031
52	9780	0.0007397608363805605
53	8553	0.0006469503510800547
54	7881	0.0005961201586416357
55	7160	0.0005415835980045822
56	6526	0.0004936277319242882
57	5990	0.00045308460224126356
58	5614	0.0004246438993292911
59	4929	0.0003728303847157242
60	4495	0.00034000255209924534
61	3996	0.00030225810860702655
62	3700	0.00027986861908058016
63	3492	0.0002641354642782124
64	3054	0.00023100507099245725
65	2833	0.00021428859401494152
66	2455	0.00018569661076833088
67	2321	0.00017556082834757473
68	2075	0.0001569533471870821
69	1935	0.00014636372376241152
70	1722	0.0001302523681234484
71	1563	0.00011822558151971534
72	1463	0.00011066156478780778
73	1393	0.00010536675307547247
74	1202	9.091948111752901e-05
75	1155	8.736439325353245e-05
76	1064	8.048113802749657e-05
77	933	7.057227610869765e-05
78	853	6.452106272317159e-05
79	797	6.028521335330334e-05
80	702	5.3099397457991155e-05
81	696	5.26455564540767e-05
82	560	4.23584936986824e-05
83	537	4.061876985034366e-05
84	520	3.933288700591937e-05
85	436	3.297911295111701e-05
86	392	2.965094558907768e-05
87	343	2.594457739044297e-05
88	357	2.700353973291003e-05
89	310	2.3448451868913472e-05
90	322	2.435613387674238e-05
91	242	1.8304920491216324e-05
92	199	1.5052393296496068e-05
93	194	1.467419245990069e-05
94	200	1.5128033463815144e-05
95	151	1.1421665265180432e-05
96	152	1.1497305432499508e-05
97	151	1.1421665265180432e-05
98	135	1.0211422588075221e-05
99	126	9.53066108220354e-06
100	127	9.606301249522616e-06
101	120	9.076820078289086e-06
102	99	7.488376564588496e-06
103	86	6.5050543894405116e-06
104	70	5.2948117123353e-06
105	79	5.975573218206982e-06
106	88	6.656334724078663e-06
107	50	3.782008365953786e-06
108	56	4.23584936986824e-06
109	63	4.76533054110177e-06
110	53	4.008928867911013e-06
111	55	4.160209202549164e-06
112	35	2.64740585616765e-06
113	34	2.5717656888485743e-06
114	35	2.64740585616765e-06
115	31	2.3448451868913474e-06
116	31	2.3448451868913474e-06
117	24	1.8153640156578173e-06
118	19	1.4371631790624385e-06
119	13	9.833221751479843e-07
120	27	2.042284517615044e-06
121	30	2.2692050195722715e-06
122	20	1.5128033463815142e-06
123	15	1.1346025097861357e-06
124	21	1.5884435137005901e-06
125	15	1.1346025097861357e-06
126	11	8.320418405098329e-07
127	13	9.833221751479843e-07
128	10	7.564016731907571e-07
129	12	9.076820078289086e-07
130	10	7.564016731907571e-07
131	2	1.5128033463815143e-07
132	2	1.5128033463815143e-07
133	10	7.564016731907571e-07
134	5	3.7820083659537856e-07
135	7	5.2948117123353e-07
136	12	9.076820078289086e-07
137	8	6.051213385526057e-07
138	4	3.0256066927630286e-07
139	9	6.807615058716814e-07
140	3	2.2692050195722716e-07
141	2	1.5128033463815143e-07
142	1	7.564016731907571e-08
143	4	3.0256066927630286e-07
144	3	2.2692050195722716e-07
145	3	2.2692050195722716e-07
146	8	6.051213385526057e-07
147	1	7.564016731907571e-08
148	4	3.0256066927630286e-07
149	5	3.7820083659537856e-07
150	2	1.5128033463815143e-07
152	2	1.5128033463815143e-07
153	1	7.564016731907571e-08
154	2	1.5128033463815143e-07
155	1	7.564016731907571e-08
158	1	7.564016731907571e-08
159	3	2.2692050195722716e-07
160	1	7.564016731907571e-08
161	3	2.2692050195722716e-07
164	1	7.564016731907571e-08
165	2	1.5128033463815143e-07
166	3	2.2692050195722716e-07
168	2	1.5128033463815143e-07
169	2	1.5128033463815143e-07
213	2	1.5128033463815143e-07
