sample name :	C92_055_s3
date of analysis :	23/01/2021
produced from code:	Watson_code_SSCS_calling: version 1.8
produced from function:	SSCS_calling_BAM_and_fastq
minimum family size required for SSCS consensus calling set to :	3
minimum proportion of identical nucleotides required at each base set to :	0.9
maximum proportion of Ns allowed :	0.1
minimum base quality set to:	20

total number of reads included in SSCS consensus calling:	82117956
total number of reads excluded due to non-common CIGAR:	490138
total number of SSCS consensus reads (read 1 and read 2 separate):	6596704
total number of unpaired SSCS reads:	126898
total number of SSCS pairs:	3182767

UMI_family_size	count (read 1 and read 2 separate)	fraction	
1	2076480	0.21480773513914947
2	993507	0.10277632749407217
3	950853	0.09836385584270771
4	852452	0.08818446767358137
5	697655	0.07217102522466064
6	536357	0.05548506722724456
7	403236	0.04171396396140106
8	305768	0.03163109279069746
9	241077	0.02493893722267527
10	200025	0.020692189292075232
11	175532	0.018158437049451564
12	158984	0.016446579289645238
13	145246	0.015025410453277134
14	134789	0.013943654555628187
15	126918	0.013129415225954776
16	119589	0.01237124472065984
17	110813	0.011463384936996538
18	105451	0.010908696678108362
19	99397	0.010282422392522942
20	92149	0.009532631176480143
21	86093	0.008906149994863806
22	81028	0.008382185796566789
23	75379	0.007797807957242039
24	69790	0.007219636998844796
25	64702	0.0066932934961922335
26	61057	0.006316225479846206
27	55998	0.0057928819696419385
28	52446	0.005425434618733546
29	48505	0.005017745989811819
30	44976	0.00465267794325897
31	41634	0.004306954675596851
32	38231	0.003954921078991766
33	35144	0.0036355770552715504
34	32469	0.003358853613920213
35	30208	0.0031249576509686716
36	27529	0.0028478204175555006
37	25442	0.002631924409293728
38	23581	0.002439407652525564
39	21379	0.002211615122486071
40	19231	0.0019894087852813337
41	18219	0.0018847193936373885
42	16579	0.0017150646482855406
43	15462	0.0015995132150184587
44	13929	0.0014409274073206642
45	12581	0.001301479482482682
46	11889	0.0012298934557854388
47	10354	0.0010711007520567276
48	9670	0.001000342309483152
49	8762	0.0009064115114468849
50	8060	0.0008337910045950574
51	7385	0.0007639635941606077
52	6501	0.0006725155484953435
53	6090	0.000629998414141923
54	5465	0.0005653434044803956
55	5111	0.0005287228070081065
56	4411	0.0004563091961871958
57	4105	0.000424654103456912
58	3717	0.0003845162734590358
59	3334	0.00034489568353845176
60	3111	0.0003218267760912188
61	2852	0.00029503374008748185
62	2673	0.0002765165453204204
63	2422	0.000250551093440351
64	2098	0.0002170339364318152
65	1892	0.00019572364524737576
66	1830	0.00018930986828895224
67	1669	0.0001726547378001428
68	1369	0.00014162033316260963
69	1285	0.00013293069986410034
70	1190	0.00012310313839554817
71	1017	0.0001052066317212374
72	952	9.848251071643854e-05
73	895	9.258597383530724e-05
74	796	8.23446203049213e-05
75	719	7.437912311462112e-05
76	615	6.362052950694296e-05
77	583	6.031019301227276e-05
78	511	5.2861935899264806e-05
79	536	5.5448136285725904e-05
80	444	4.593091886354907e-05
81	432	4.468954267804774e-05
82	399	4.127575816791909e-05
83	309	3.196543677665915e-05
84	334	3.455163716312025e-05
85	286	2.958613242111494e-05
86	220	2.2758563400857646e-05
87	241	2.4930971725484966e-05
88	236	2.4413731648192747e-05
89	160	1.6551682473351017e-05
90	157	1.6241338426975685e-05
91	186	1.9241330875270556e-05
92	166	1.717237056610168e-05
93	126	1.3034449947763924e-05
94	99	1.0241353530385941e-05
95	115	1.1896521777721042e-05
96	85	8.793081313967728e-06
97	86	8.896529329426171e-06
98	78	8.068945205758619e-06
99	73	7.551705128466401e-06
100	69	7.137913066632626e-06
101	72	7.448257113007957e-06
102	47	4.862056726546861e-06
103	48	4.965504742005305e-06
104	34	3.517232525587091e-06
105	43	4.448264664713086e-06
106	46	4.758608711088417e-06
107	45	4.655160695629973e-06
108	24	2.4827523710026524e-06
109	38	3.931024587420866e-06
110	25	2.586200386461096e-06
111	19	1.965512293710433e-06
112	18	1.8620642782519893e-06
113	24	2.4827523710026524e-06
114	18	1.8620642782519893e-06
115	11	1.1379281700428824e-06
116	18	1.8620642782519893e-06
117	10	1.0344801545844386e-06
118	13	1.34482420095977e-06
119	9	9.310321391259946e-07
120	6	6.206880927506631e-07
121	8	8.275841236675507e-07
122	1	1.0344801545844384e-07
123	5	5.172400772922193e-07
124	3	3.1034404637533155e-07
125	9	9.310321391259946e-07
126	12	1.2413761855013262e-06
127	6	6.206880927506631e-07
128	6	6.206880927506631e-07
129	4	4.1379206183377536e-07
130	3	3.1034404637533155e-07
131	5	5.172400772922193e-07
133	3	3.1034404637533155e-07
134	1	1.0344801545844384e-07
135	1	1.0344801545844384e-07
136	2	2.0689603091688768e-07
139	2	2.0689603091688768e-07
144	1	1.0344801545844384e-07
145	4	4.1379206183377536e-07
146	3	3.1034404637533155e-07
147	2	2.0689603091688768e-07
149	2	2.0689603091688768e-07
