sample name :	CNTRL_005_s7_SNV
date of analysis :	08/07/2021
produced from code:	Watson_code_SSCS_calling: version 1.8
produced from function:	SSCS_calling_BAM_and_fastq
minimum family size required for SSCS consensus calling set to :	3
minimum proportion of identical nucleotides required at each base set to :	0.9
maximum proportion of Ns allowed :	1.0
minimum base quality set to:	20

total number of reads included in SSCS consensus calling:	129003087
total number of reads excluded due to non-common CIGAR:	943830
total number of SSCS consensus reads (read 1 and read 2 separate):	7532929
total number of unpaired SSCS reads:	33871
total number of SSCS pairs:	3749529

UMI_family_size	count (read 1 and read 2 separate)	fraction	
1	2580229	0.2401409036649509
2	631488	0.05877234112692033
3	583207	0.05427884734406327
4	605599	0.05636286202449108
5	608896	0.05666971252473092
6	578605	0.05385054100432904
7	519540	0.04835338456008695
8	445090	0.04142435218433441
9	368810	0.03432500242446331
10	301029	0.028016651269851048
11	245471	0.02284588994369847
12	204011	0.018987223962520495
13	173811	0.01617652177652014
14	151840	0.014131689401400475
15	136934	0.012744393812509039
16	125477	0.011678095304396254
17	118525	0.011031075383963324
18	112043	0.010427798179670135
19	106789	0.009938810454993119
20	101332	0.009430929599728088
21	96457	0.008977215256789288
22	94447	0.00879014534308529
23	89578	0.00833698941779934
24	85518	0.007959126806039026
25	82283	0.00765804662154528
26	79114	0.007363109031232858
27	75193	0.006998183095096851
28	72146	0.006714599997059
29	69422	0.0064610783826661205
30	66298	0.006170328924750057
31	62757	0.0058407694399610745
32	60385	0.005620008327868596
33	57992	0.0053972927539911505
34	55525	0.005167690029061916
35	52810	0.004915006041148307
36	50108	0.004663531958149203
37	48061	0.004473018468919311
38	45608	0.004244718718513388
39	44187	0.004112466804397278
40	41755	0.0038861215157763225
41	39583	0.003683974325445436
42	37938	0.0035308748189563435
43	36117	0.0033613950613170505
44	33992	0.003163622142600138
45	32462	0.0030212256411239606
46	30824	0.002868777621896524
47	29157	0.0027136305840136567
48	26923	0.0025057130779366768
49	26330	0.002450522799913557
50	24747	0.002303193609170558
51	23530	0.002189927895251272
52	21661	0.002015980796389197
53	21049	0.001959022195798726
54	19789	0.001841754488700698
55	18693	0.0017397501974471751
56	17993	0.001674601471281604
57	16256	0.0015129395607821794
58	15826	0.001472919628994757
59	14958	0.0013921352085494486
60	14192	0.0013208438882025522
61	13163	0.0012250752607391626
62	12509	0.0011642077365787574
63	11494	0.0010697420836386791
64	10806	0.0010057101927788035
65	10514	0.0009785338670068794
66	9750	0.0009074286858775989
67	9256	0.0008614522991264673
68	8619	0.0008021669583157975
69	8165	0.0007599133559169841
70	7766	0.0007227785820026085
71	7372	0.0006861091561322728
72	6698	0.0006233802397957084
73	6248	0.000581498915832127
74	5872	0.0005465047429203345
75	5463	0.0005084392729178793
76	5217	0.0004855441491511214
77	4846	0.0004510153242833687
78	4465	0.00041555580332753634
79	4492	0.0004180686827653512
80	4148	0.0003860527373354134
81	3722	0.0003464050839832229
82	3609	0.0003358882181879236
83	3306	0.000307688126719112
84	3159	0.00029400689422434207
85	2917	0.000271484048892816
86	2715	0.0002526839879136083
87	2553	0.000237606711286719
88	2284	0.00021257098651737805
89	2222	0.0002068006707712846
90	2144	0.0001995412412842638
91	1895	0.00017636690869108205
92	1890	0.00017590156064704226
93	1718	0.00015989358793207334
94	1480	0.00013774302103577912
95	1522	0.00014165194460571338
96	1451	0.00013504400238034832
97	1301	0.00012108356105915449
98	1161	0.00010805381582604025
99	1074	9.995675985974783e-05
100	1036	9.642011472504538e-05
101	995	9.260426076391907e-05
102	884	8.227353418623564e-05
103	876	8.152897731577197e-05
104	822	7.650321844014219e-05
105	741	6.896458012669752e-05
106	638	5.9378410419477754e-05
107	597	5.5562556458351444e-05
108	575	5.351502506457635e-05
109	575	5.351502506457635e-05
110	550	5.118828484437738e-05
111	422	3.927537491695864e-05
112	450	4.188132396358149e-05
113	469	4.364964653093271e-05
114	405	3.769319156722334e-05
115	382	3.555259056464029e-05
116	369	3.434268565013682e-05
117	308	2.866543951285133e-05
118	306	2.8479300295235414e-05
119	239	2.224363650510217e-05
120	257	2.3918889463645427e-05
121	233	2.1685218852254417e-05
122	214	1.9916896284903196e-05
123	198	1.8427782543975856e-05
124	163	1.5170346235697296e-05
125	187	1.7404016847088308e-05
126	174	1.6194111932584842e-05
127	184	1.712480802066443e-05
128	141	1.31228148419222e-05
129	171	1.5914903106160968e-05
130	152	1.4146580538809748e-05
131	108	1.0051517751259557e-05
132	100	9.306960880795887e-06
133	96	8.934682445564052e-06
134	89	8.28319518390834e-06
135	98	9.120821663179969e-06
136	84	7.817847139868545e-06
137	65	6.049524572517326e-06
138	57	5.304967702053655e-06
139	59	5.491106919669573e-06
140	51	4.746550049205902e-06
141	48	4.467341222782026e-06
142	57	5.304967702053655e-06
143	51	4.746550049205902e-06
144	48	4.467341222782026e-06
145	26	2.4198098290069305e-06
146	21	1.9544617849671362e-06
147	35	3.2574363082785603e-06
148	27	2.5128794378148893e-06
149	31	2.8851578730467248e-06
150	29	2.6990186554308072e-06
151	25	2.3267402201989717e-06
152	22	2.047531393775095e-06
153	28	2.6059490466228485e-06
154	33	3.0712970906626427e-06
155	25	2.3267402201989717e-06
156	14	1.3029745233114242e-06
157	11	1.0237656968875475e-06
158	10	9.306960880795886e-07
159	18	1.6752529585432595e-06
160	18	1.6752529585432595e-06
161	10	9.306960880795886e-07
162	14	1.3029745233114242e-06
163	14	1.3029745233114242e-06
164	7	6.514872616557121e-07
165	8	7.445568704636709e-07
166	7	6.514872616557121e-07
167	7	6.514872616557121e-07
168	4	3.7227843523183544e-07
169	6	5.584176528477532e-07
170	7	6.514872616557121e-07
171	6	5.584176528477532e-07
173	6	5.584176528477532e-07
174	3	2.792088264238766e-07
175	1	9.306960880795886e-08
176	5	4.653480440397943e-07
177	2	1.8613921761591772e-07
178	3	2.792088264238766e-07
179	5	4.653480440397943e-07
180	3	2.792088264238766e-07
181	8	7.445568704636709e-07
182	4	3.7227843523183544e-07
183	1	9.306960880795886e-08
184	7	6.514872616557121e-07
185	3	2.792088264238766e-07
186	1	9.306960880795886e-08
188	4	3.7227843523183544e-07
190	2	1.8613921761591772e-07
191	3	2.792088264238766e-07
193	1	9.306960880795886e-08
194	2	1.8613921761591772e-07
196	2	1.8613921761591772e-07
